gene,ensembl_id,span_kb,whole_cell_CPM,nuclear_CPM,ratio,exonic_kb,intronic_kb,intron_fraction
Tmem98,ENSMUSG00000035413,12.558,1.6188,1.1812,0.7297,1.633,10.925,0.87
B3gnt5,ENSMUSG00000022686,12.559,2.0668,0.8857,0.4285,5.197,7.362,0.5862
Gins4,ENSMUSG00000031546,12.562,9.5872,6.2892,0.656,1.349,11.213,0.8926
Nabp1,ENSMUSG00000026107,12.563,12.3303,9.0835,0.7367,8.498,4.065,0.3236
Pik3ip1,ENSMUSG00000034614,12.57,67.1475,39.539,0.5888,4.272,8.298,0.6601
Atg4d,ENSMUSG00000002820,12.572,30.174,20.4378,0.6773,7.264,5.308,0.4222
Nob1,ENSMUSG00000003848,12.574,13.2916,19.487,1.4661,3.486,9.088,0.7228
Smtnl1,ENSMUSG00000027077,12.574,5.2363,5.3717,1.0259,1.761,10.813,0.8599
Cplx2,ENSMUSG00000025867,12.576,103.6281,142.9288,1.3792,4.928,7.648,0.6081
Nle1,ENSMUSG00000020692,12.58,4.9491,5.8604,1.1841,3.233,9.347,0.743
Slitrk4,ENSMUSG00000046699,12.586,12.7049,20.1336,1.5847,8.743,3.843,0.3053
Zfp879,ENSMUSG00000044296,12.586,0.4914,0.2368,0.4819,2.414,10.172,0.8082
Tceal7,ENSMUSG00000079428,12.59,0.8196,0.2298,0.2804,1.217,11.373,0.9033
Tnfaip2,ENSMUSG00000021281,12.594,0.1155,0.9886,8.5581,4.984,7.61,0.6043
Mzf1,ENSMUSG00000030380,12.597,1.7246,4.6634,2.704,8.278,4.319,0.3429
Dusp4,ENSMUSG00000031530,12.606,0.3294,0.7049,2.1401,2.74,9.866,0.7826
Zfp189,ENSMUSG00000039634,12.617,3.393,5.1229,1.5098,3.006,9.611,0.7618
Tbc1d10b,ENSMUSG00000042492,12.617,67.2958,34.354,0.5105,4.696,7.921,0.6278
Trib3,ENSMUSG00000032715,12.621,3.5699,4.5608,1.2776,2.125,10.496,0.8316
Srrt,ENSMUSG00000037364,12.622,33.6217,37.7796,1.1237,5.229,7.393,0.5857
Art5,ENSMUSG00000070424,12.622,0.5046,0.8225,1.6299,2.058,10.564,0.837
Slc38a2,ENSMUSG00000022462,12.628,137.4653,122.9944,0.8947,8.838,3.79,0.3001
Zfp30,ENSMUSG00000047473,12.638,14.836,13.5917,0.9161,6.078,6.56,0.5191
Dtx3l,ENSMUSG00000049502,12.64,14.5583,10.7594,0.7391,5.725,6.915,0.5471
Cd52,ENSMUSG00000000682,12.642,1.2861,1.0805,0.8402,1.187,11.455,0.9061
Yju2b,ENSMUSG00000004994,12.646,7.4647,10.709,1.4346,2.694,9.952,0.787
Abracl,ENSMUSG00000078453,12.647,23.2011,8.4384,0.3637,1.056,11.591,0.9165
Btf3,ENSMUSG00000021660,12.651,313.9623,119.1677,0.3796,1.739,10.912,0.8625
Zfp740,ENSMUSG00000046897,12.652,23.9507,35.7177,1.4913,5.091,7.561,0.5976
Tigd2,ENSMUSG00000049232,12.657,41.4928,18.3326,0.4418,3.007,9.65,0.7624
AA986860,ENSMUSG00000042510,12.658,2.2256,2.6076,1.1716,3.64,9.018,0.7124
Kcna10,ENSMUSG00000042861,12.665,0.39,0.3391,0.8695,2.168,10.497,0.8288
Mphosph6,ENSMUSG00000031843,12.668,26.5844,12.3554,0.4648,2.476,10.192,0.8045
Zfp964,ENSMUSG00000091764,12.669,1.1832,2.249,1.9008,7.601,5.068,0.4
Zfp579,ENSMUSG00000051550,12.675,11.8463,6.6616,0.5623,4.159,8.516,0.6719
Stc1,ENSMUSG00000014813,12.678,0.3749,0.3599,0.96,4.197,8.481,0.669
Ndufv3,ENSMUSG00000024038,12.683,664.2173,136.3372,0.2053,3.189,9.494,0.7486
Casp6,ENSMUSG00000027997,12.683,2.4255,2.8459,1.1733,5.584,7.099,0.5597
Sec13,ENSMUSG00000030298,12.683,39.5197,20.423,0.5168,3.184,9.499,0.749
Tfe3,ENSMUSG00000000134,12.683,26.4549,19.5438,0.7388,9.261,3.422,0.2698
Lcmt2,ENSMUSG00000074890,12.685,3.9595,6.8163,1.7215,3.35,9.335,0.7359
Msl1,ENSMUSG00000052915,12.687,108.1717,87.3792,0.8078,5.433,7.254,0.5718
Lonp1,ENSMUSG00000041168,12.689,25.8307,24.7989,0.9601,4.374,8.315,0.6553
Cfap68,ENSMUSG00000037971,12.692,67.2831,38.0589,0.5657,5.293,7.399,0.583
Rab13,ENSMUSG00000027935,12.694,6.1019,6.1109,1.0015,2.3,10.394,0.8188
Lzts2,ENSMUSG00000035342,12.698,22.7613,14.327,0.6294,3.608,9.09,0.7159
Arg1,ENSMUSG00000019987,12.699,5.3661,3.6727,0.6844,2.228,10.471,0.8246
Yipf6,ENSMUSG00000047694,12.703,40.0833,31.7367,0.7918,7.149,5.554,0.4372
Sc5d,ENSMUSG00000032018,12.714,120.6268,68.7311,0.5698,4.866,7.848,0.6173
Rrp1,ENSMUSG00000061032,12.715,127.8977,77.0302,0.6023,3.337,9.378,0.7376
Mbd4,ENSMUSG00000030322,12.715,2.9361,7.9011,2.691,5.28,7.435,0.5847
R3hcc1,ENSMUSG00000034194,12.722,20.3411,11.7408,0.5772,2.766,9.956,0.7826
Polr2j,ENSMUSG00000039771,12.729,104.7714,25.9232,0.2474,1.106,11.623,0.9131
Cgas,ENSMUSG00000032344,12.733,0.8389,1.1671,1.3912,4.126,8.607,0.676
Zfp952,ENSMUSG00000053390,12.737,7.4984,11.3442,1.5129,4.368,8.369,0.6571
Fbrs,ENSMUSG00000042423,12.745,17.7998,29.3496,1.6489,4.87,7.875,0.6179
Zfp874b,ENSMUSG00000059839,12.745,9.3927,14.9159,1.588,3.789,8.956,0.7027
Cdv3,ENSMUSG00000032803,12.746,105.1941,73.7844,0.7014,7.403,5.343,0.4192
Slc35e3,ENSMUSG00000060181,12.747,31.5117,19.1791,0.6086,3.526,9.221,0.7234
St6galnac4,ENSMUSG00000079442,12.747,12.0845,6.9781,0.5774,6.482,6.265,0.4915
Zfp58,ENSMUSG00000071291,12.748,4.2905,1.2747,0.2971,2.435,10.313,0.809
Neurl4,ENSMUSG00000047284,12.75,34.438,32.8471,0.9538,5.889,6.861,0.5381
Arrdc3,ENSMUSG00000074794,12.752,13.5345,10.5811,0.7818,6.266,6.486,0.5086
Plin1,ENSMUSG00000030546,12.752,0.1117,2.3871,21.3796,4.649,8.103,0.6354
Ccdc9,ENSMUSG00000041375,12.753,7.9405,10.2212,1.2872,5.507,7.246,0.5682
Fbxl16,ENSMUSG00000025738,12.762,75.2691,44.7253,0.5942,3.587,9.175,0.7189
Ackr3,ENSMUSG00000044337,12.784,3.3168,2.2786,0.687,3.348,9.436,0.7381
Zfp967,ENSMUSG00000095199,12.785,0.3773,1.1551,3.0613,3.086,9.699,0.7586
Pycr1,ENSMUSG00000025140,12.785,1.7237,0.7983,0.4632,3.935,8.85,0.6922
Smarcd2,ENSMUSG00000078619,12.787,20.798,20.4565,0.9836,3.589,9.198,0.7193
Odad3,ENSMUSG00000039632,12.789,0.5879,3.5071,5.9657,2.514,10.275,0.8034
Mmgt1,ENSMUSG00000061273,12.796,34.4775,15.4502,0.4481,4.234,8.562,0.6691
C5ar1,ENSMUSG00000049130,12.797,0.1079,0.1776,1.6457,2.57,10.227,0.7992
Hnrnpa2b1,ENSMUSG00000004980,12.801,184.6743,175.9051,0.9525,6.584,6.217,0.4857
1700109H08Rik,ENSMUSG00000008307,12.802,0.356,14.6642,41.187,3.062,9.74,0.7608
Ppif,ENSMUSG00000021868,12.81,14.833,9.1017,0.6136,5.044,7.766,0.6062
Mrps21,ENSMUSG00000054312,12.81,272.4032,67.4983,0.2478,0.739,12.071,0.9423
Prpf31,ENSMUSG00000008373,12.818,28.0154,17.9304,0.64,5.439,7.379,0.5757
Egln2,ENSMUSG00000058709,12.82,144.0874,46.8193,0.3249,2.8,10.02,0.7816
Mrps10,ENSMUSG00000034729,12.821,80.6763,39.0901,0.4845,8.079,4.742,0.3699
Tfam,ENSMUSG00000003923,12.823,16.3424,9.5093,0.5819,4.438,8.385,0.6539
Ddrgk1,ENSMUSG00000068290,12.823,68.9863,43.4536,0.6299,2.084,10.739,0.8375
Tut1,ENSMUSG00000071645,12.827,4.8194,9.2408,1.9174,3.608,9.219,0.7187
Mknk2,ENSMUSG00000020190,12.831,18.7603,13.8658,0.7391,3.892,8.939,0.6967
Snrnp27,ENSMUSG00000001158,12.835,123.8322,60.9513,0.4922,1.837,10.998,0.8569
Gemin7,ENSMUSG00000044709,12.836,129.9098,41.5642,0.3199,1.782,11.054,0.8612
Zfp260,ENSMUSG00000049421,12.846,41.958,46.9229,1.1183,5.79,7.056,0.5493
Cct2,ENSMUSG00000034024,12.847,122.7317,88.5054,0.7211,2.557,10.29,0.801
Slc16a3,ENSMUSG00000025161,12.848,11.835,3.8434,0.3247,5.318,7.53,0.5861
Ampd2,ENSMUSG00000027889,12.851,33.505,28.7025,0.8567,5.224,7.627,0.5935
Fscn1,ENSMUSG00000029581,12.855,61.2522,16.0856,0.2626,3.012,9.843,0.7657
Tro,ENSMUSG00000025272,12.857,61.9354,78.6771,1.2703,7.296,5.561,0.4325
Bet1,ENSMUSG00000032757,12.859,30.8494,14.9446,0.4844,3.73,9.129,0.7099
Smn1,ENSMUSG00000021645,12.863,13.9759,15.633,1.1186,2.592,10.271,0.7985
Cog8,ENSMUSG00000031916,12.865,24.794,24.2274,0.9771,4.637,8.228,0.6396
Rnf31,ENSMUSG00000047098,12.866,10.449,12.9449,1.2389,5.734,7.132,0.5543
Psmg2,ENSMUSG00000024537,12.867,18.6841,23.4539,1.2553,1.738,11.129,0.8649
Arhgap33,ENSMUSG00000036882,12.868,34.1259,40.5499,1.1882,5.336,7.532,0.5853
Scart1,ENSMUSG00000025461,12.878,0.1608,10.6416,66.1736,3.851,9.027,0.701
Arfgap2,ENSMUSG00000027255,12.881,34.1421,25.5177,0.7474,4.129,8.752,0.6795
Zfp84,ENSMUSG00000046185,12.883,4.8901,9.9052,2.0255,4.113,8.77,0.6807
Sike1,ENSMUSG00000027854,12.883,40.5052,43.5794,1.0759,10.296,2.587,0.2008
Polr2f,ENSMUSG00000033020,12.887,133.8353,44.618,0.3334,2.595,10.292,0.7986
Sh3d21,ENSMUSG00000073758,12.889,0.5424,1.2992,2.3951,2.717,10.172,0.7892
Slc5a6,ENSMUSG00000006641,12.889,14.9052,9.603,0.6443,3.991,8.898,0.6904
Myadm,ENSMUSG00000068566,12.893,51.6615,20.8852,0.4043,4.479,8.414,0.6526
Nkiras1,ENSMUSG00000021772,12.897,106.7552,71.7705,0.6723,5.491,7.406,0.5742
Fbxo27,ENSMUSG00000037463,12.898,6.6243,4.0811,0.6161,3.062,9.836,0.7626
Lrrc32,ENSMUSG00000090958,12.898,0.3578,0.2003,0.5598,4.688,8.21,0.6365
Rgcc,ENSMUSG00000022018,12.9,54.3054,22.9819,0.4232,0.918,11.982,0.9288
Nop2,ENSMUSG00000038279,12.901,6.3424,6.7685,1.0672,2.772,10.129,0.7851
Mslnl,ENSMUSG00000041062,12.901,0.2281,0.8554,3.7497,2.626,10.275,0.7964
Zfp870,ENSMUSG00000095325,12.909,2.9457,3.5078,1.1908,5.455,7.454,0.5774
Rpp40,ENSMUSG00000021418,12.911,4.1524,4.2249,1.0175,6.54,6.371,0.4935
Rbm4,ENSMUSG00000094936,12.911,2.8096,6.7046,2.3864,4.94,7.971,0.6174
Pi16,ENSMUSG00000024011,12.913,1.2953,2.2019,1.6999,6.364,6.549,0.5072
Tor1a,ENSMUSG00000026849,12.917,33.7909,22.5876,0.6685,1.995,10.922,0.8456
Hsd17b14,ENSMUSG00000030825,12.92,6.4492,2.0806,0.3226,2.046,10.874,0.8416
Pdik1l,ENSMUSG00000050890,12.924,8.1353,14.8537,1.8258,5.81,7.114,0.5504
Zfp582,ENSMUSG00000109398,12.928,2.8681,3.5753,1.2466,3.908,9.02,0.6977
Eci1,ENSMUSG00000024132,12.929,19.9229,16.0173,0.804,2.127,10.802,0.8355
Zkscan7,ENSMUSG00000063488,12.933,2.2002,6.4682,2.9398,7.253,5.68,0.4392
Cuta,ENSMUSG00000024194,12.942,143.0064,41.5367,0.2905,3.74,9.202,0.711
Fam216a,ENSMUSG00000029463,12.942,32.2352,25.7141,0.7977,1.388,11.554,0.8928
Trappc2,ENSMUSG00000079317,12.942,94.7276,22.7585,0.2403,3.643,9.299,0.7185
Nxt2,ENSMUSG00000042271,12.944,13.5565,8.2484,0.6084,3.176,9.768,0.7546
Mrps22,ENSMUSG00000032459,12.953,7.5506,8.2947,1.0986,3.991,8.962,0.6919
Ddx47,ENSMUSG00000030204,12.955,21.4728,22.7423,1.0591,6.652,6.303,0.4865
Ik,ENSMUSG00000024474,12.957,40.9077,51.2645,1.2532,3.602,9.355,0.722
Gpatch4,ENSMUSG00000028069,12.957,22.4132,18.5367,0.827,2.447,10.51,0.8111
Ssr3,ENSMUSG00000027828,12.968,113.3853,47.2665,0.4169,4.172,8.796,0.6783
Zcrb1,ENSMUSG00000022635,12.973,263.6483,69.5219,0.2637,3.074,9.899,0.763
Dhx16,ENSMUSG00000024422,12.98,6.8352,13.9175,2.0362,4.094,8.886,0.6846
Stk19,ENSMUSG00000061207,12.984,34.1703,34.708,1.0157,3.155,9.829,0.757
Rbm24,ENSMUSG00000038132,12.986,0.134,3.4211,25.5287,3.491,9.495,0.7312
Npm1,ENSMUSG00000057113,12.986,245.7819,104.7872,0.4263,2.665,10.321,0.7948
Fis1,ENSMUSG00000019054,12.988,594.6721,119.3486,0.2007,1.714,11.274,0.868
Inpp5e,ENSMUSG00000026925,13.001,15.6081,9.9914,0.6401,4.301,8.7,0.6692
Ccdc181,ENSMUSG00000026578,13.003,16.5514,11.7874,0.7122,1.909,11.094,0.8532
Med7,ENSMUSG00000020397,13.007,16.8444,14.407,0.8553,2.871,10.136,0.7793
Uqcrc1,ENSMUSG00000025651,13.009,136.8166,85.0274,0.6215,4.135,8.874,0.6821
Gla,ENSMUSG00000031266,13.013,4.7196,8.0085,1.6969,3.265,9.748,0.7491
Pex19,ENSMUSG00000003464,13.022,58.127,29.7664,0.5121,3.815,9.207,0.707
Coa5,ENSMUSG00000026112,13.027,116.7287,32.9331,0.2821,5.22,7.807,0.5993
Xab2,ENSMUSG00000019470,13.027,8.5223,13.2586,1.5558,4.685,8.342,0.6404
Trp53,ENSMUSG00000059552,13.032,13.0889,14.4466,1.1037,4.045,8.987,0.6896
Rer1,ENSMUSG00000029048,13.034,116.0015,25.455,0.2194,1.814,11.22,0.8608
Sar1a,ENSMUSG00000020088,13.035,79.8072,32.7007,0.4097,3.74,9.295,0.7131
BC049715,ENSMUSG00000047515,13.036,0.4402,1.3892,3.1557,6.462,6.574,0.5043
Kctd2,ENSMUSG00000016940,13.041,108.1503,58.8466,0.5441,3.009,10.032,0.7693
Sipa1,ENSMUSG00000056917,13.046,4.8963,7.7115,1.575,4.419,8.627,0.6613
Steap1,ENSMUSG00000015652,13.048,0.9386,1.1638,1.2399,1.377,11.671,0.8945
Cfap126,ENSMUSG00000026649,13.049,1.6588,0.9475,0.5712,1.774,11.275,0.8641
Fance,ENSMUSG00000007570,13.058,13.1476,17.5253,1.333,3.192,9.866,0.7556
Fam131a,ENSMUSG00000050821,13.06,32.4619,20.9515,0.6454,2.899,10.161,0.778
Stxbp2,ENSMUSG00000004626,13.071,6.7381,7.2717,1.0792,4.159,8.912,0.6818
Kcng4,ENSMUSG00000045246,13.074,1.5115,2.2931,1.5171,3.806,9.268,0.7089
Mmab,ENSMUSG00000029575,13.08,15.7565,12.6195,0.8009,3.67,9.41,0.7194
Nlrp10,ENSMUSG00000049709,13.08,0.1543,0.131,0.8493,4.504,8.576,0.6557
Med20,ENSMUSG00000092558,13.091,16.5579,10.4467,0.6309,7.324,5.767,0.4405
Tmem70,ENSMUSG00000025940,13.092,33.309,18.5234,0.5561,1.82,11.272,0.861
Ccnl1,ENSMUSG00000027829,13.097,32.3957,58.4619,1.8046,5.997,7.1,0.5421
Ccdc43,ENSMUSG00000020925,13.098,31.4309,21.8244,0.6944,3.339,9.759,0.7451
Sars2,ENSMUSG00000070699,13.102,6.8068,7.6284,1.1207,3.313,9.789,0.7471
A930009A15Rik,ENSMUSG00000092210,13.105,0.9353,5.2621,5.626,1.001,12.104,0.9236
Mcts1,ENSMUSG00000000355,13.106,60.8438,76.4842,1.2571,1.571,11.535,0.8801
Cplane2,ENSMUSG00000073733,13.106,0.3662,5.5163,15.0621,1.879,11.227,0.8566
Soat2,ENSMUSG00000023045,13.107,1.1129,0.6088,0.547,2.213,10.894,0.8312
Scyl1,ENSMUSG00000024941,13.108,31.3949,22.0944,0.7038,3.6,9.508,0.7254
Pigp,ENSMUSG00000022940,13.112,126.0566,40.6763,0.3227,1.987,11.125,0.8485
Pigv,ENSMUSG00000043257,13.113,5.3864,5.4613,1.0139,4.18,8.933,0.6812
Amer3,ENSMUSG00000045174,13.114,14.9344,7.0045,0.469,4.392,8.722,0.6651
Rad1,ENSMUSG00000022248,13.116,11.7479,5.1903,0.4418,7.4,5.716,0.4358
Ap4b1,ENSMUSG00000032952,13.118,7.0191,3.4171,0.4868,2.907,10.211,0.7784
Cd164,ENSMUSG00000019818,13.119,141.2971,42.0614,0.2977,4.449,8.67,0.6609
Npepl1,ENSMUSG00000039263,13.119,12.352,8.424,0.682,2.998,10.121,0.7715
C1qtnf9,ENSMUSG00000071347,13.121,0.1097,0.7113,6.4856,1.903,11.218,0.855
Cct5,ENSMUSG00000022234,13.125,93.6929,62.0774,0.6626,2.766,10.359,0.7893
Tax1bp3,ENSMUSG00000040158,13.128,30.5666,6.0532,0.198,2.989,10.139,0.7723
Zscan22,ENSMUSG00000054715,13.138,4.3228,19.12,4.4231,3.501,9.637,0.7335
Krbox5,ENSMUSG00000058246,13.146,5.6981,1.9923,0.3496,1.193,11.953,0.9092
Card19,ENSMUSG00000037960,13.152,184.0882,48.4128,0.263,1.477,11.675,0.8877
Igfbp4,ENSMUSG00000017493,13.154,51.8889,23.4647,0.4522,4.416,8.738,0.6643
Gpkow,ENSMUSG00000031148,13.156,17.0166,18.4985,1.0871,3.737,9.419,0.7159
Tmem214,ENSMUSG00000038828,13.156,23.7339,35.2076,1.4834,7.58,5.576,0.4238
Zbtb32,ENSMUSG00000006310,13.157,0.9525,0.328,0.3443,2.357,10.8,0.8209
Abcf1,ENSMUSG00000038762,13.162,60.4798,60.7623,1.0047,4.41,8.752,0.6649
Gm53012,ENSMUSG00000118504,13.165,0.8461,2.7531,3.2541,3.018,10.147,0.7708
Zfp639,ENSMUSG00000027667,13.166,39.1983,38.2712,0.9763,5.475,7.691,0.5842
Lingo4,ENSMUSG00000044505,13.172,0.309,0.4218,1.3652,3.645,9.527,0.7233
Smndc1,ENSMUSG00000025024,13.172,62.194,21.676,0.3485,2.477,10.695,0.8119
Rnaseh2a,ENSMUSG00000052926,13.176,15.4349,16.52,1.0703,3.509,9.667,0.7337
Ube2t,ENSMUSG00000026429,13.182,3.4484,1.3623,0.395,4.836,8.346,0.6331
Myct1,ENSMUSG00000046916,13.185,0.4667,0.445,0.9534,2.845,10.34,0.7842
Tubb6,ENSMUSG00000001473,13.188,5.2799,1.8516,0.3507,2.437,10.751,0.8152
Osgepl1,ENSMUSG00000026096,13.196,8.1062,10.0344,1.2379,6.147,7.049,0.5342
Porcn,ENSMUSG00000031169,13.196,15.6043,16.6983,1.0701,3.0,10.196,0.7727
Plekhg2,ENSMUSG00000037552,13.199,3.9585,5.5995,1.4146,6.797,6.402,0.485
Naca,ENSMUSG00000061315,13.2,477.3241,99.302,0.208,6.805,6.395,0.4845
Kics2,ENSMUSG00000053684,13.204,5.4164,6.0536,1.1176,3.136,10.068,0.7625
Rbpjl,ENSMUSG00000017007,13.207,0.2441,0.3364,1.3781,5.732,7.475,0.566
Peg10,ENSMUSG00000092035,13.211,16.3493,7.498,0.4586,6.667,6.544,0.4953
Robo4,ENSMUSG00000032125,13.218,0.2749,0.1518,0.5523,5.302,7.916,0.5989
Champ1,ENSMUSG00000047710,13.221,19.0466,15.0309,0.7892,4.04,9.181,0.6944
Klf15,ENSMUSG00000030087,13.222,1.6044,2.9445,1.8353,2.791,10.431,0.7889
Mtg1,ENSMUSG00000039018,13.226,14.6089,8.5231,0.5834,4.006,9.22,0.6971
Ankrd34c,ENSMUSG00000047606,13.23,2.6115,1.1144,0.4267,5.487,7.743,0.5853
Tmem41a,ENSMUSG00000022856,13.231,30.1335,14.7965,0.491,1.36,11.871,0.8972
Ermardl1,ENSMUSG00000116895,13.233,0.8661,3.7782,4.3624,1.716,11.517,0.8703
Pdk4,ENSMUSG00000019577,13.242,7.6678,4.3752,0.5706,3.511,9.731,0.7349
Supt7l,ENSMUSG00000053134,13.243,9.8737,8.0935,0.8197,6.994,6.249,0.4719
Gbp3,ENSMUSG00000028268,13.248,5.2101,2.8828,0.5533,3.265,9.983,0.7535
Hyou1,ENSMUSG00000032115,13.248,12.6822,16.2952,1.2849,7.23,6.018,0.4543
Ormdl1,ENSMUSG00000026097,13.249,10.0617,2.5255,0.251,4.711,8.538,0.6444
Tmem127,ENSMUSG00000034850,13.254,33.3979,37.1671,1.1129,4.811,8.443,0.637
Itpripl2,ENSMUSG00000095115,13.265,26.5375,12.7831,0.4817,6.865,6.4,0.4825
Psmb4,ENSMUSG00000005779,13.267,161.0542,105.3543,0.6542,1.951,11.316,0.8529
Zfp612,ENSMUSG00000044676,13.27,27.8133,32.1141,1.1546,6.083,7.187,0.5416
Adam33,ENSMUSG00000027318,13.271,1.0109,3.864,3.8223,5.394,7.877,0.5935
Mmp11,ENSMUSG00000000901,13.275,2.3515,3.7028,1.5746,2.778,10.497,0.7907
Tsr1,ENSMUSG00000038335,13.276,14.1466,8.9896,0.6355,3.837,9.439,0.711
Slc20a1,ENSMUSG00000027397,13.28,50.7905,48.4657,0.9542,5.58,7.7,0.5798
Zfp7,ENSMUSG00000033669,13.295,3.7783,6.1518,1.6282,5.816,7.479,0.5625
Exosc1,ENSMUSG00000034321,13.299,21.6368,22.846,1.0559,4.053,9.246,0.6952
Lpar4,ENSMUSG00000049929,13.3,1.0002,0.5002,0.5001,4.238,9.062,0.6814
Sap30l,ENSMUSG00000020519,13.301,97.8079,60.9962,0.6236,1.151,12.15,0.9135
Rnf207,ENSMUSG00000058498,13.306,3.6659,9.2593,2.5258,6.331,6.975,0.5242
Atp4a,ENSMUSG00000005553,13.325,1.2904,0.6119,0.4742,3.761,9.564,0.7177
Id1,ENSMUSG00000042745,13.326,18.4487,6.0471,0.3278,1.16,12.166,0.913
Tap2,ENSMUSG00000024339,13.328,7.421,17.1023,2.3046,3.781,9.547,0.7163
Dusp5,ENSMUSG00000034765,13.33,9.6816,3.7518,0.3875,2.473,10.857,0.8145
Gprin1,ENSMUSG00000069227,13.332,9.796,5.1701,0.5278,4.348,8.984,0.6739
Pdcl3,ENSMUSG00000026078,13.334,78.4862,32.0088,0.4078,4.219,9.115,0.6836
Exosc9,ENSMUSG00000027714,13.338,11.9098,12.3584,1.0377,4.709,8.629,0.6469
Pkn3,ENSMUSG00000026785,13.339,0.4391,0.2983,0.6793,4.255,9.084,0.681
Zfand2a,ENSMUSG00000053581,13.344,39.0075,25.3741,0.6505,3.407,9.937,0.7447
Kat8,ENSMUSG00000030801,13.348,8.7253,15.7355,1.8034,2.891,10.457,0.7834
Umps,ENSMUSG00000022814,13.352,7.6317,8.1204,1.064,3.484,9.868,0.7391
Zdhhc4,ENSMUSG00000001844,13.354,46.75,16.2159,0.3469,2.864,10.49,0.7855
Harbi1,ENSMUSG00000027243,13.355,4.9209,6.6575,1.3529,5.588,7.767,0.5816
Eif4a3,ENSMUSG00000025580,13.363,18.9612,18.0513,0.952,2.122,11.241,0.8412
Zscan12,ENSMUSG00000036721,13.364,3.2975,5.7553,1.7453,5.003,8.361,0.6256
Ppil1,ENSMUSG00000024007,13.383,14.9643,9.7349,0.6505,2.496,10.887,0.8135
Cxcl12,ENSMUSG00000061353,13.383,3.7536,4.698,1.2516,8.176,5.207,0.3891
Trim11,ENSMUSG00000020455,13.393,10.0747,13.4553,1.3355,3.58,9.813,0.7327
Tapbp,ENSMUSG00000024308,13.394,69.753,30.9073,0.4431,3.628,9.766,0.7291
H2-Aa,ENSMUSG00000036594,13.394,4.5093,5.4706,1.2132,3.798,9.596,0.7164
Cln6,ENSMUSG00000032245,13.396,19.8801,12.0819,0.6077,2.434,10.962,0.8183
Hsp90ab1,ENSMUSG00000023944,13.397,2587.2797,1610.3097,0.6224,2.999,10.398,0.7761
Vash1,ENSMUSG00000021256,13.405,2.9511,30.9477,10.4868,2.599,10.806,0.8061
Tob2,ENSMUSG00000048546,13.414,16.0468,16.8479,1.0499,6.664,6.75,0.5032
Abhd10,ENSMUSG00000033157,13.414,42.9095,27.1515,0.6328,3.71,9.704,0.7234
P4hb,ENSMUSG00000025130,13.416,73.0199,24.4546,0.3349,2.861,10.555,0.7867
Fzd7,ENSMUSG00000041075,13.416,7.1852,2.0693,0.288,4.532,8.884,0.6622
Dusp12,ENSMUSG00000026659,13.421,13.3171,14.9585,1.1233,2.743,10.678,0.7956
Coch,ENSMUSG00000020953,13.422,2.1828,1.7137,0.7851,2.998,10.424,0.7766
Acsbg3,ENSMUSG00000024209,13.433,0.3173,1.7025,5.3649,2.906,10.527,0.7837
Tma16,ENSMUSG00000025591,13.433,10.6084,9.1225,0.8599,7.641,5.792,0.4312
Zfp472,ENSMUSG00000053600,13.437,1.8995,3.8325,2.0177,2.489,10.948,0.8148
Flot1,ENSMUSG00000059714,13.44,176.0883,146.7814,0.8336,2.893,10.547,0.7847
Zscan29,ENSMUSG00000050619,13.44,4.8171,8.9042,1.8484,7.169,6.271,0.4666
Icam1,ENSMUSG00000037405,13.441,0.5884,1.0465,1.7787,4.36,9.081,0.6756
Thop1,ENSMUSG00000004929,13.445,15.4018,10.7942,0.7008,5.059,8.386,0.6237
Pxmp2,ENSMUSG00000029499,13.446,100.4742,37.5178,0.3734,1.2,12.246,0.9108
Psmd3,ENSMUSG00000017221,13.45,70.137,50.9961,0.7271,4.967,8.483,0.6307
Anapc2,ENSMUSG00000026965,13.453,53.4972,38.0632,0.7115,3.445,10.008,0.7439
Gata2,ENSMUSG00000015053,13.459,2.1185,4.882,2.3045,5.398,8.061,0.5989
Masp2,ENSMUSG00000028979,13.462,0.127,3.149,24.8002,3.307,10.155,0.7543
Sh3bp1,ENSMUSG00000022436,13.464,0.5326,0.6485,1.2176,2.858,10.606,0.7877
Gabrd,ENSMUSG00000029054,13.465,0.3384,0.3711,1.0966,2.875,10.59,0.7865
Mtx3,ENSMUSG00000021704,13.47,17.6635,19.9515,1.1295,7.547,5.923,0.4397
Commd8,ENSMUSG00000029213,13.47,26.3733,11.5822,0.4392,4.107,9.363,0.6951
Nubp1,ENSMUSG00000022503,13.471,21.659,13.6275,0.6292,3.637,9.834,0.73
Ifi35,ENSMUSG00000010358,13.472,32.3615,31.2502,0.9657,1.727,11.745,0.8718
Pdyn,ENSMUSG00000027400,13.476,1.8772,2.6262,1.399,2.887,10.589,0.7858
Pipox,ENSMUSG00000017453,13.483,0.4777,0.8331,1.744,2.47,11.013,0.8168
Tnfaip1,ENSMUSG00000017615,13.486,54.4141,44.0797,0.8101,3.781,9.705,0.7196
Ddx56,ENSMUSG00000004393,13.49,12.5467,9.9956,0.7967,2.533,10.957,0.8122
Gmip,ENSMUSG00000036246,13.496,4.9609,11.2703,2.2718,5.552,7.944,0.5886
Cela1,ENSMUSG00000023031,13.503,8.5716,1.3184,0.1538,2.306,11.197,0.8292
Mst1r,ENSMUSG00000032584,13.51,2.1548,1.4802,0.687,5.007,8.503,0.6294
