gene,log2_neuron_over_glia
4930452L12Rik,0.0
Gm48053,-0.473
Gm36827,0.0
Gm40652,-0.432
4930467K11Rik,0.204
Hsf2,0.475
Serinc1,0.964
Pkib,0.404
Fabp7,-4.395
Smpdl3a,-1.017
AW822073,0.0
Duxf3,0.0
Gm4981,0.0
Gcc2,-0.1
Lims1,-0.365
Ranbp2,-0.468
Ccdc138,-0.656
Edar,-0.296
BB019430,0.0
Gm17542,0.0
Sh3rf3,0.253
Sept10,-2.216
Sowahc,-0.494
P4ha1,-2.034
Pla2g12b,0.048
Oit3,-0.753
Mcu,-0.29
Gm10322,-0.232
Micu1,0.071
Gm17059,0.906
Dnajb12,-0.593
Ddit4,-1.75
Anapc16,-0.373
Ascc1,0.481
Spock2,1.643
Chst3,-3.864
Psap,-0.12
Cdh23,-0.493
Vsir,-5.017
Gm17455,0.087
Slc29a3,-0.317
Unc5b,0.433
Pldi,0.0
Gm26947,-0.018
Gm20611,0.0
Gm20625,0.06
Gm20610,0.0
Pcbd1,2.309
Sgpl1,-0.599
Tbata,-1.198
Adamts14,-1.038
Prf1,-0.576
Pald1,-0.989
Nodal,0.182
Eif4ebp2,-0.865
Gm48086,-0.574
D830039M14Rik,1.437
Lrrc20,0.918
Gm47595,0.229
Gm47593,0.0
Gm28447,0.146
Npffr1,1.164
Ppa1,1.006
1700022H01Rik,-0.058
Sar1a,-0.841
Tysnd1,0.124
Aifm2,0.075
H2afy2,0.361
Col13a1,-2.558
Fam241b,2.268
Neurog3,0.0
Tspan15,-2.826
Tacr2,-0.113
Hk1,1.376
Hk1os,0.262
Hkdc1,0.437
Supv3l1,-0.041
4930507D05Rik,0.921
Vps26a,-0.12
Srgn,-4.838
Kif1bp,0.453
4933428P19Rik,0.325
Ddx21,-0.409
Gm47257,0.246
Ddx50,-0.887
Stox1,0.295
Ccar1,-0.265
Tet1,0.006
Slc25a16,0.326
Dna2,-1.185
Rufy2,1.236
Gm16135,0.0
Hnrnph3,-0.52
Pbld2,0.507
Gm16143,-0.029
Pbld1,-0.43
Gm48072,0.0
Atoh7,0.601
Mypn,1.303
1700120B22Rik,0.0
Herc4,-0.512
Gm26789,0.013
Sirt1,-1.025
Gm16145,0.0
Dnajc12,1.36
Gm7075,0.0
Ctnna3,-4.211
Lrrtm3,0.394
Gm28881,0.0
Gm30853,0.0
1700023F02Rik,0.0
4930407I19Rik,0.0
Gm28139,0.0
Gm31181,0.0
Gm47895,0.0
Gm47896,0.0
Gm47897,0.0
Gm47900,0.0
Gm47903,-0.144
1110002J07Rik,-0.617
Gm26576,-0.55
Gm31763,-0.502
Reep3,-2.324
Jmjd1c,-0.942
Nrbf2,0.092
Gm49454,0.0
Gm32023,0.0
Gm47531,0.0
Gm32255,-0.837
Egr2,-3.991
Ado,-0.637
4930563J15Rik,-1.198
Gm32364,-0.03
Gm32515,0.0
1700030E10Rik,0.0
Gm49766,0.0
Zfp365,1.723
4930521O17Rik,0.0
Rtkn2,-1.686
Gm16212,-0.092
Arid5b,-0.889
Gm47078,0.0
4930545H06Rik,0.0
Cabcoco1,0.357
Gm32872,0.0
Tmem26,-0.617
1700048P04Rik,0.0
Gm33035,0.0
Gm47107,0.0
Gm33263,0.0
Rhobtb1,-0.092
A930033H14Rik,0.071
Gm40685,0.017
Cdk1,-3.92
Ank3,0.467
Ccdc6,0.573
Mrln,-0.137
Slc16a9,-0.193
Gm7097,0.0
Gm47946,0.0
Fam13c,0.866
Phyhipl,1.981
Gm33979,0.156
Gm48021,0.0
Gm48022,0.119
Gm40689,0.0
Gm48023,0.0
Gm48024,0.0
4930533K18Rik,-0.189
Gm48036,0.0
Bicc1,-3.59
Gm48025,-1.419
Gm15647,0.0
C730027H18Rik,0.0
1700113B09Rik,0.0
Tfam,-0.362
Ube2d1,0.832
Gm34376,0.0
Gm20609,0.059
Cisd1,1.282
Ipmk,0.218
4930551I15Rik,0.0
Gm47028,0.0
Gm34544,0.118
Gm34609,0.0
Zwint,1.536
Gm34776,0.0
A330049N07Rik,0.0
Pcdh15,0.822
Gm15398,0.0
Gm15397,0.987
Rsph14,0.241
Gnaz,1.826
Rab36,0.244
Bcr,0.498
Specc1l,-0.263
Adora2a,-0.947
Gucd1,-0.334
Upb1,0.771
Snrpd3,0.051
Lrrc75b,1.083
Ggt1,-0.844
Ggt5,-2.372
Susd2,1.568
Cabin1,-0.416
Ddt,0.237
Gstt3,-3.549
Gstt1,-2.197
Gstt4,0.03
Gstt2,-0.507
Mif,0.307
Derl3,-2.161
Smarcb1,0.072
Mmp11,-0.764
Chchd10,1.55
Gm867,0.0
Vpreb3,-0.883
Gm5134,0.0
Gm16220,0.0
Zfp280b,0.537
Slc5a4b,-0.247
Gm16222,-0.013
Slc5a4a,0.0
Prmt2,1.076
S100b,-2.662
Dip2a,-0.126
Gm16240,0.0
Pcnt,-0.69
1700094J05Rik,-0.133
AC141477.1,0.0
2610028H24Rik,-0.017
Ybey,0.03
Mcm3ap,0.061
Lss,0.425
4930483K19Rik,0.0
Spatc1l,-0.291
Gm15343,0.0
Ftcd,0.883
Col6a2,-3.708
Gm35608,0.0
Col6a1,-5.127
Gm48276,0.0
Pcbp3,1.815
Gm35721,1.772
Gm3137,0.0
Gm10787,0.61
Slc19a1,-0.275
Col18a1,-5.293
Gm10941,-1.164
Pofut2,-1.169
Adarb1,0.935
Gm35920,0.0
Fam207a,0.146
Itgb2,-4.193
Pttg1ip,-1.529
Sumo3,0.01
Ube2g2,0.335
Tspear,1.27
Gm19402,0.0
Gm9508,0.0
Gm10272,0.0
Gm10024,0.0
Gm10142,0.0
Krtap12-1,0.0
Gm10100,0.0
Gm18596,0.0
Gm9736,0.0
Gm3233,0.0
Gm3238,0.0
Gm7138,0.0
Gm3250,0.0
Gm7137,0.0
Gm9639,0.0
Gm19668,0.0
Gm9507,0.0
Gm49918,0.0
Krtap10-4,0.0
Krtap10-10,0.0
Gm36176,0.0
Gm10318,0.0
Gm3285,0.0
1700009J07Rik,0.0
Lrrc3,1.389
Trpm2,1.44
Cfap410,0.126
Pfkl,0.347
Aire,-0.172
Dnmt3l,-0.29
Icosl,-1.844
Gm47922,0.0
Gatd3a,-0.203
Pwp2,0.266
Trappc10,0.431
Gm30122,0.133
Agpat3,-0.359
Gm40709,0.0
Rrp1,0.518
Cstb,-0.762
4921516A02Rik,-0.032
Pdxk,0.251
Gm47944,0.0
Olfr1358,0.0
Ilvbl,-0.493
Syde1,-3.85
Olfr1357,0.0
Gm47459,0.0
Casp14,0.0
Ccdc105,0.619
Gm30400,2.34
Slc1a6,1.575
Olfr1356,0.0
Olfr1355,0.0
Olfr1354,0.0
Olfr8,0.0
Olfr1353,0.0
Gm47343,0.0
Olfr1352,0.0
Olfr1351,0.0
Olfr57,-0.236
2610008E11Rik,-0.227
Vmn2r80,0.0
Vmn2r81,0.0
Vmn2r82,0.0
Gm47015,-0.542
Vmn2r83,0.0
Plpp2,0.331
Mier2,0.376
Theg,0.0
C2cd4c,1.54
Shc2,1.824
Gm47163,2.494
Odf3l2,1.241
Madcam1,-1.358
Tpgs1,0.585
Cdc34,0.328
Gzmm,-0.043
Bsg,-0.29
Hcn2,0.507
Polrmt,0.124
Fgf22,0.837
Rnf126,0.404
Fstl3,-0.406
Prss57,0.842
Palm,1.374
Gm48495,0.0
Misp,-0.125
E130317F20Rik,0.135
Ptbp1,-2.591
Plppr3,1.369
Gm17134,-0.571
Prtn3,1.911
Elane,0.0
Cfd,0.0
Med16,-0.047
R3hdm4,0.003
Gm26602,-0.32
Kiss1r,0.823
Arid3a,0.473
Wdr18,0.274
Grin3b,0.092
Tmem259,0.046
Cnn2,-5.427
Abca7,1.173
Arhgap45,-4.095
Polr2e,-0.263
Gpx4,0.21
Sbno2,-0.715
Stk11,-0.189
Cbarp,1.702
Atp5d,0.261
Midn,-0.194
Cirbp,0.177
1600002K03Rik,0.364
Efna2,-0.489
Pwwp3a,0.034
Ndufs7,0.203
Gamt,-1.477
Dazap1,-0.186
Gm15122,0.0
Rps15,-0.243
Apc2,1.251
2310011J03Rik,-0.586
Pcsk4,0.163
Reep6,-1.326
Adamtsl5,-4.956
Plk5,-0.075
Gm15123,0.0
Gm15124,-0.587
Mex3d,0.493
Mbd3,-0.221
Uqcr11,0.276
Tcf3,-1.086
Onecut3,-0.069
Atp8b3,1.733
Rexo1,-0.377
Klf16,0.274
Abhd17a,0.281
Gm29093,-0.079
Scamp4,-0.309
Adat3,0.0
Gm49322,-0.039
Csnk1g2,0.171
Btbd2,0.56
Mknk2,-0.655
Mob3a,0.502
Izumo4,0.188
Ap3d1,0.471
Dot1l,-0.589
Gm17151,0.0
Plekhj1,-0.003
Sf3a2,-0.169
Amh,-0.344
Jsrp1,0.772
Oaz1,-0.247
Lingo3,1.22
Lsm7,0.068
Sppl2b,-1.416
Tmprss9,0.505
Timm13,0.322
Lmnb2,-0.854
Gadd45b,-3.16
Gng7,-1.429
Diras1,1.801
Gm16099,2.225
Slc39a3,0.464
Sgta,-0.104
Thop1,0.411
Creb3l3,-0.629
Map2k2,0.263
Zbtb7a,-0.299
Pias4,-0.376
Eef2,0.396
Dapk3,0.297
Atcayos,-1.762
Nmrk2,0.119
Atcay,2.045
Zfr2,1.029
Matk,0.829
Mrpl54,0.725
Apba3,-0.54
Tjp3,-0.949
Pip5k1c,0.83
Gm16315,-0.076
Cactin,-0.726
Tbxa2r,-3.898
Gipc3,-1.284
Hmg20b,-1.801
Mfsd12,0.358
4930404N11Rik,-0.511
Fzr1,0.167
Dohh,0.572
Gm48552,0.071
Smim24,-1.47
Nfic,-0.145
Gm16104,-1.933
Celf5,1.566
Gm16105,0.867
Ncln,-0.844
S1pr4,-2.445
Gna15,-3.353
Gm47697,0.0
Gna11,0.509
Tle5,0.813
Gm15917,-0.014
Tle2,0.31
Tle6,0.012
BC025920,0.314
Sirt6,0.214
Ankrd24,0.564
Gm10778,-0.126
Zfp433,-0.487
Gm3055,0.142
Gm4767,0.0
Gm32687,-0.036
Zfp781,0.011
Zfp873,-0.094
BC024063,-0.445
AU041133,-0.204
Gm15608,1.469
Zfp938,0.78
4932415D10Rik,0.0
Gm4924,0.819
Gm1553,0.0
1190007I07Rik,-0.172
Tdg,0.071
Glt8d2,-3.532
Hcfc2,-0.215
Nfyb,-0.363
Gm47561,0.0
1700028I16Rik,0.953
Txnrd1,0.714
Gm38560,0.488
Eid3,-1.203
Chst11,1.199
1700025N21Rik,0.0
Slc41a2,1.412
Gm40723,0.0
D10Wsu102e,0.474
Aldh1l2,0.802
Washc4,-0.047
Appl2,-1.459
1500009L16Rik,0.933
C230099D08Rik,0.0
Gm34184,0.0
Gm34113,0.0
Gm47253,-0.118
Nuak1,-0.196
Gm47962,-0.042
4930463O16Rik,-0.401
E230014E18Rik,0.0
Ckap4,-0.302
Platr7,0.0
Tcp11l2,-0.794
Gm17249,-0.09
Polr3b,0.389
Rfx4,-0.872
Ric8b,0.464
Fhl4,0.008
Tmem263,-0.342
Mterf2,0.696
Cry1,-0.504
Gm38575,0.0
Btbd11,0.839
Gm47358,0.0
Gm1559,0.0
Pwp1,-0.06
Prdm4,0.642
Ascl4,0.406
Rtcb,0.33
Bpifc,-0.007
A230060F14Rik,-0.224
Fbxo7,-3.031
Syn3,-0.264
4930486F22Rik,0.0
Gm15990,-0.052
Timp3,-3.639
Gm6729,0.155
Gm48485,0.495
Hsp90b1,-0.728
Gm15344,-0.427
Ttc41,-0.561
Nt5dc3,1.194
Gm16268,0.0
Stab2,-0.478
Gm16280,0.0
Gm16271,0.0
1700113H08Rik,0.751
4930555G07Rik,0.0
Ascl1,1.041
Pah,0.274
Igf1os,-0.444
Igf1,-5.588
Gm48306,0.0
Pmch,0.0
Parpbp,-1.414
4921515L22Rik,0.0
Nup37,-0.729
Washc3,-0.339
Dram1,-0.334
Gnptab,0.519
Gm16235,0.0
Chpt1,-1.489
Sycp3,0.447
Mybpc1,-0.066
Spic,-1.471
Arl1,-0.455
Utp20,-0.383
Slc5a8,-0.171
Ano4,1.52
Gas2l3,-4.209
Nr1h4,-0.312
Slc17a8,-0.462
Scyl2,0.489
1500026H17Rik,2.228
Actr6,0.585
Uhrf1bp1l,0.144
Anks1b,0.95
Gm47591,0.991
Apaf1,-0.996
Ikbip,-2.01
Slc25a3,0.57
Tmpo,-1.816
4930534H03Rik,0.0
Gm47082,0.0
Gm31592,0.0
Rmst,0.783
Gm20757,0.0
4930401A07Rik,0.0
Gm31822,0.0
Nedd1,-1.921
Cfap54,-0.572
Gm32468,0.0
Cdk17,-0.066
Elk3,-1.278
Gm32688,-3.317
Gm17745,-2.838
Lta4h,-0.259
Hal,-0.257
Amdhd1,-0.147
Ccdc38,0.448
Snrpf,-0.145
4933408J17Rik,0.003
Gm47156,0.0
Ntn4,-0.369
Gm15915,0.551
Gm15963,0.0
Usp44,-0.34
Metap2,0.261
4930471D02Rik,0.0
Vezt,0.795
Fgd6,-1.647
Nr2c1,-0.358
Ndufa12,0.377
Gm4792,0.618
Tmcc3,0.845
Gm16155,0.038
Tmcc3os,0.0
Gm48657,0.011
Cep83os,0.493
Cep83,-0.449
Gm48689,0.0
Plxnc1,1.371
Gm48867,0.0
Gm29684,-0.798
Gm33091,-0.575
Cradd,-0.244
Gm48882,-0.7
2310039L15Rik,0.056
Socs2,0.443
5730420D15Rik,-1.065
Gm47599,0.0
Mrpl42,0.221
Ube2n,0.308
Nudt4,-0.755
Gm33336,0.0
Gm47667,0.0
Anapc15-ps,0.0
Gm47671,0.0
1110019B22Rik,0.0
Gm47708,0.187
4732465J04Rik,-0.556
Gm47718,0.0
Gm47719,0.0
Gm33543,0.0
Gm47725,1.531
Eea1,0.21
Gm5426,0.103
4930459C07Rik,0.0
Gm48427,-1.293
Gm33782,-0.711
Gm48428,0.0
Gm48505,1.365
Gm33843,0.0
Btg1,-1.986
Gm48521,0.0
Gm33981,0.0
4930556N09Rik,0.0
Dcn,-6.304
Lum,-5.842
4930473O22Rik,0.0
Kera,-1.987
Epyc,-2.006
Gm10754,0.0
Ccer1,0.0
4930525C09Rik,0.0
C030005K15Rik,0.0
Gm8633,0.0
Gm34297,0.152
Gm5427,0.03
Atp2b1,0.423
Gm48768,-1.397
Poc1b,-1.264
Galnt4,-3.697
Phxr2,-0.337
Gm16239,0.0
Gm34574,-0.133
Gm48884,0.0
Gm34777,0.0
Dusp6,-3.673
Gm34921,-1.625
Gm48089,-2.713
B530045E10Rik,-0.041
Gm35035,0.0
Gm34983,-0.025
Gm20110,0.0
Gm35101,0.0
Gm47578,0.0
Csl,0.0
Gm35206,-0.606
Kitl,-0.521
Gm35533,1.9
Gm4301,0.0
Gm4302,0.0
Gm4303,0.0
Gm4305,0.0
Gm4307,0.0
Gm47631,0.0
Gm4312,0.0
Tmtc3,-0.87
Cep290,-0.166
4930430F08Rik,0.303
Gm47956,0.353
1700017N19Rik,0.0
Gm35722,-0.154
Mgat4c,1.88
Gm47031,0.382
Gm47033,1.523
Gm47101,-2.265
Nts,-1.4
Rassf9,-3.983
Gm47143,0.0
Alx1,-0.16
Gm17028,0.0
Lrriq1,0.933
Slc6a15,1.516
Gm47223,0.0
Gm47221,0.0
Gm47224,0.0
Gm47226,0.0
Gm21293,0.0
Gm6763,0.0
Gm8764,0.0
Gm21304,0.0
Gm21312,0.0
Gm20765,0.0
Gm4340,0.0
Tmtc2,-1.421
Gm15663,-0.53
Mettl25,-0.517
Ccdc59,-0.929
Ppfia2,1.724
4930532I03Rik,0.438
Acss3,-2.198
Gm29674,0.258
Lin7a,0.956
Myf5,0.0
Myf6,0.0
Ptprq,0.0
Otogl,0.303
Gm29685,0.0
Ppp1r12a,-0.855
Pawr,-1.654
Gm36283,-0.218
Syt1,2.336
Gm5136,2.112
Nav3,0.347
9230102K24Rik,-0.443
E2f7,-2.56
1700020G17Rik,0.0
Csrp2,0.392
Zdhhc17,0.733
Osbpl8,0.603
Bbs10,0.471
Gm40761,0.0
Nap1l1,-0.056
Phlda1,-1.985
Gm28592,-0.789
4933440J02Rik,0.0
Gm30262,-0.442
Gm30624,0.0
Gm47865,0.0
Gm20758,0.0
Krr1,-0.29
Glipr1,-3.748
Glipr1l1,0.0
Glipr1l2,0.0
Glipr1l3,0.0
Caps2,-0.588
Gm47419,0.0
Kcnc2,1.827
1700010J16Rik,0.0
Gm3942,0.0
Atxn7l3b,0.339
Gm47524,0.0
Gm47532,0.0
Gm40765,0.0
Trhde,-0.235
4930473D10Rik,0.0
Gm15723,0.0
Gm31182,0.019
Gm31267,0.0
Tph2,1.291
Tbc1d15,-1.001
Rab21,0.209
Tmem19,-0.18
Thap2,-0.29
Zfc3h1,-0.246
Lgr5,-0.871
A930009A15Rik,-3.185
4930422I22Rik,1.372
Tspan8,0.734
Ptprr,1.877
Taf7l2,0.0
Ptprb,-3.26
Kcnmb4,-0.976
Kcnmb4os1,-0.191
Kcnmb4os2,-0.167
Cnot2,-0.637
5330438D12Rik,0.942
Gm26579,0.0
1700030O20Rik,0.0
4930579P08Rik,0.0
Myrfl,-0.235
Rab3ip,0.464
4933412E12Rik,0.984
Gm10271,0.0
D630029K05Rik,-0.032
Best3,0.0
Gm10747,0.0
Lrrc10,0.0
Cct2,0.742
Frs2,0.002
4930423D24Rik,0.0
Yeats4,0.237
Gm48772,-0.099
9530003J23Rik,0.0
Lyz2,-5.649
Lyz1,-0.474
Cpsf6,-0.151
Gm48903,0.336
Gm40770,0.0
Gm32141,0.0
Gm32235,0.0
Gm32365,0.0
Cpm,0.56
Mdm2,-0.333
Slc35e3,0.188
Nup107,0.059
Rap1b,-0.392
Gm32552,0.0
Gm40773,0.0
4933411E08Rik,-0.312
5330439M10Rik,-1.743
Mdm1,-0.808
Gm47958,0.0
Il22,0.011
Gm32717,0.0
Gm32802,0.0
Iltifb,0.0
Gm9040,0.0
Gm9044,0.0
Gm9045,0.0
Gm9046,0.0
Gm9048,0.0
Gm9049,0.0
Ifng,-0.51
Ifngas1,0.0
Gm33337,0.0
Gm47425,-0.351
Gm4065,-0.386
Dyrk2,0.031
Gm38403,0.0
Gm47461,0.0
Gm33677,0.0
1700064J06Rik,0.0
Gm47480,0.0
Gm34045,0.255
Cand1,0.525
4930477N07Rik,0.0
1700025F24Rik,0.0
Grip1os3,0.0
Gm16321,0.0
Grip1,1.652
Gm47027,0.139
Grip1os2,0.515
Grip1os1,0.077
Helb,-1.368
Irak3,-3.346
Gm47009,0.0
Tmbim4,0.051
Llph,0.045
Hmga2,-1.27
1700006J14Rik,-0.853
9230105E05Rik,0.0
4930471E19Rik,0.0
Gm48202,0.0
4921513I03Rik,0.0
Msrb3,-2.102
Gm15961,0.0
Gm15910,-0.616
Gm4473,-0.17
Lemd3,0.087
Gm48341,0.0
Wif1,-0.542
Gm48410,0.0
4930432O09Rik,0.0
Gm35404,0.0
Tbc1d30,1.943
Gm48435,-0.135
Gns,-0.39
Rassf3,-1.612
Gm48591,0.0
Gm40787,-0.096
Gm46204,0.0
Gm35696,1.769
Tbk1,0.009
Xpot,0.179
D930020B18Rik,0.095
Gm35865,0.0
BC048403,0.417
Srgap1,0.27
Rxylt1,-0.514
Gm4489,0.0
Gm36041,-0.439
Gm48877,0.0
Avpr1a,-1.704
A130077B15Rik,-0.929
Ppm1h,0.979
Gm36208,-0.545
Mon2,-0.127
Usp15,0.701
Gm4129,1.246
Tafa2,2.479
Gm47839,0.0
Gm36719,0.0
Slc16a7,0.443
Gm45604,0.0
Lrig3,-2.589
1700021G15Rik,0.0
1700025K04Rik,0.0
Gm40797,0.0
Gm47966,0.0
4930484H19Rik,0.113
Atp23,-0.167
Gm49335,0.239
Gm47972,-0.182
Ctdsp2,-2.204
Avil,1.563
Tsfm,0.447
Eef1akmt3,-1.632
Mettl1,0.107
Cyp27b1,-0.483
March9,1.284
Cdk4,-0.971
Tspan31,-0.133
A730063M14Rik,-0.205
Agap2,0.956
Os9,-0.477
B4galnt1,1.647
Slc26a10,-1.739
Arhgef25,-0.94
Dtx3,-0.221
F420014N23Rik,-0.36
Pip4k2c,-0.124
Kif5a,1.8
Dctn2,0.497
Mbd6,-0.3
Gm20492,-1.037
Gm4189,-0.094
Ddit3,-0.481
Mars,0.147
Arhgap9,-3.967
Gli1,-4.528
Gm47200,0.058
Inhbe,0.166
Inhbc,0.0
R3hdm2,0.114
Stac3,0.017
Ndufa4l2,-1.612
Shmt2,-0.019
Nxph4,1.517
Lrp1,-2.439
Gm16217,0.0
Stat6,-1.011
Nab2,-2.748
Gm16229,-0.29
Nemp1,-1.819
Gm16230,-0.775
Myo1a,0.327
Tac2,0.835
Zbtb39,-0.44
Gpr182,-0.375
Rdh1,-0.003
Rdh9,-0.954
Rdh16,-0.169
Rdh19,0.0
Rdh16f2,0.0
Rdh7,0.0
Sdr9c7,0.0
Hsd17b6,0.0
Prim1,-0.582
Naca,-0.153
Ptges3,0.462
Gm47438,-0.396
Atp5b,0.247
Baz2a,0.036
Rbms2,-1.951
Gls2,1.382
AC135859.1,0.86
Spryd4,0.376
Mip,0.0
Timeless,-0.493
Apon,-0.466
Apof,-0.18
Stat2,-0.315
Il23a,0.234
Pan2,-0.746
Cnpy2,-0.927
Cs,0.81
Coq10a,0.692
Ankrd52,0.088
Gm17201,-0.17
Slc39a5,0.0
Nabp2,0.381
Rnf41,0.68
Smarcc2,0.218
Myl6,-0.316
Myl6b,1.254
Esyt1,0.692
Gm29585,0.241
Zc3h10,-0.424
Rpl41,-0.033
Pa2g4,-0.136
Erbb3,-4.29
Gm47540,0.0
Rps26,-0.087
Ikzf4,0.641
Gm26876,0.894
Suox,0.295
Rab5b,0.53
Cdk2,-3.68
Pmel,-2.177
Dgka,0.05
Pym1,0.11
Gm47093,-0.343
Mmp19,-2.085
Tmem198b,-2.395
Dnajc14,0.029
Sarnp,-0.004
Ormdl2,-1.464
Gdf11,0.528
Cd63,-2.429
Rdh5,-2.299
Bloc1s1,-0.595
Itga7,-4.128
Mettl7b,-2.048
9030616G12Rik,0.0
Olfr9,0.0
Olfr763,0.0
Olfr764-ps1,0.0
Olfr765,0.0
Olfr766-ps1,0.0
Olfr767,0.0
Olfr768,0.0
Olfr769,0.0
Olfr770,0.0
Olfr771,0.0
Olfr772,0.0
Olfr773,0.0
Olfr774,0.0
Olfr775,0.0
Olfr776,0.0
Olfr777,0.0
Olfr780,0.0
Olfr781,0.0
Olfr782,0.0
Olfr784,0.0
Olfr785,0.0
Olfr786,0.0
Olfr787,0.0
Olfr788,0.0
Olfr789,0.0
Olfr790,0.0
Olfr791,0.0
Olfr792,0.0
Olfr794,0.0
Olfr796,0.0
Olfr798,0.0
Olfr799,0.0
Olfr800,0.0
Olfr801,0.0
Olfr802,0.0
Olfr803,0.0
Olfr804,0.0
Olfr805,0.0
Olfr806,0.0
Olfr807,0.0
Olfr808,0.0
Olfr809,0.0
Olfr810,0.0
Olfr811,0.0
Olfr812,0.0
Olfr813,0.0
Olfr814,0.0
Olfr815,0.0
Olfr816,0.0
Olfr818,0.0
Olfr819,0.0
Olfr247,0.0
Gm10310,-0.02
Olfr820,0.0
Olfr821,0.0
Olfr822,0.0
Olfr823,0.0
Olfr824,0.0
Olfr825,0.0
Olfr826,0.0
Olfr827,0.0
Neurod4,0.0
Tespa1,-2.104
Vmn2r84,-0.017
Vmn2r85,0.135
Vmn2r86,0.308
Vmn2r87,0.594
Gm31793,1.479
Sfi1,-0.321
Gm11399,0.0
Drg1,0.305
Gm12735,0.0
Eif4enif1,-0.007
Patz1,-0.633
Gm12592,0.433
Gm11944,-0.77
Pik3ip1,0.498
Limk2,0.879
Gm11948,0.0
Rnf185,-0.196
8430429K09Rik,0.443
Pla2g3,0.717
Inpp5j,1.926
Selenom,-0.555
Smtn,-3.638
Gm11946,-1.474
Gm11947,0.0
Tug1,0.202
Morc2a,0.022
Osbp2,1.885
4921536K21Rik,0.294
Dusp18,-0.828
Slc35e4,-0.067
Tcn2,-2.851
4930556J24Rik,0.0
Pes1,-0.441
Gal3st1,-4.419
Sec14l4,0.0
Sec14l3,0.316
Mtfp1,0.659
Sec14l2,-2.492
Rnf215,-1.687
Ccdc157,-1.432
Sf3a1,-0.636
Tbc1d10a,-3.258
Castor1,-4.735
Osm,-3.694
Lif,-2.375
Gm11959,0.0
Gm11958,0.0
Hormad2,-0.528
Mtmr3,0.053
Gm11032,-0.043
Gm11961,0.0
Ascc2,0.077
Uqcr10,0.424
Zmat5,0.128
Cabp7,0.338
Nf2,0.469
Nipsnap1,1.582
Thoc5,0.258
Nefh,1.859
Ap1b1,0.625
Gas2l1,-0.038
Rasl10a,1.13
Ewsr1,-0.475
Rhbdd3,0.35
Emid1,-3.849
Kremen1,-1.887
Znrf3,-1.298
Gm11963,0.769
Xbp1,-0.132
Ccdc117,-0.541
Ankrd36,0.0
Mrps24,0.121
Urgcp,0.35
Dbnl,0.273
Pgam2,-0.924
Polm,-0.557
Aebp1,-3.924
Pold2,-0.842
Myl7,0.052
Gck,1.112
Gm11967,0.0
Ykt6,0.425
Camk2b,1.501
Nudcd3,0.213
A730071L15Rik,-0.5
Npc1l1,-0.127
Ddx56,-0.066
Tmed4,-0.468
Ogdh,0.402
Zmiz2,0.32
Ppia,0.322
H2afv,-1.724
Purb,-0.332
Gm11973,-0.492
Myo1g,-3.571
Snhg15,-0.347
Ccm2,0.407
Nacad,1.633
Tbrg4,0.364
Wap,0.0
Ramp3,-0.304
Gm11981,0.0
Gm11983,0.0
Adcy1,1.544
Cccd201,0.0
Igfbp1,-0.096
Igfbp3,-4.234
Gm11986,0.0
Tns3,-3.027
Pkd1l1,-0.285
Hus1,-1.272
Sun3,0.018
Gm11992,-1.646
Upp1,-2.684
Abca13,0.152
Vwc2,-1.715
Zpbp,0.449
Spata48,0.1
Gm11998,-0.088
4930512M02Rik,0.0
Gm11999,0.0
Ikzf1,-4.463
Gm12000,0.0
Fignl1,-2.948
Ddc,1.268
1700042O10Rik,0.109
Grb10,-0.875
Cobl,0.681
Gm12002,-2.933
4930554G24Rik,-0.128
1700046C09Rik,0.0
Pom121l12,0.0
Vstm2a,-0.199
Sec61g,-0.114
Egfr,-4.717
Egfros,-1.493
Eldr,-3.005
Fbxo48,-1.557
Plek,-1.72
Cnrip1,0.883
Ppp3r1,0.848
Wdr92,-0.055
Pno1,0.219
C1d,0.764
Etaa1,0.206
Etaa1os,1.374
Gm12018,0.0
Gm12022,-0.809
Gm12023,0.0
Gm28401,0.078
8430419K02Rik,1.258
Meis1,1.103
Gm16140,-0.07
Gm16141,0.711
4933406G16Rik,0.0
Gm12027,-0.099
Spred2,0.537
Actr2,0.35
Gm12031,0.45
Rab1a,0.117
Cep68,-0.046
Slc1a4,0.397
Sertad2,-1.202
Aftph,0.089
Lgalsl,-0.2
Gm12037,0.0
Peli1,-1.007
Vps54,-0.478
Ugp2,-0.05
Gm12043,-0.324
4932414J04Rik,0.0
Mdh1,0.718
Wdpcp,-0.291
Otx1,0.0
Ehbp1,-0.844
Gm12050,0.0
Gm12051,0.0
Tmem17,0.01
Gm12052,-2.754
Gm12055,0.0
Gm12056,0.0
B3gnt2,0.029
Gm20456,0.0
9130230N09Rik,0.602
Commd1,-0.167
Zrsr1,0.584
Cct4,0.354
Fam161a,-0.573
Gm12059,1.963
1700061J23Rik,0.0
Xpo1,0.022
Usp34,0.442
Ahsa2,0.667
1700030C12Rik,0.051
1700093K21Rik,-0.019
Selenok-ps1,0.125
0610010F05Rik,1.187
Pex13,-0.232
Pus10,-0.23
Rel,-2.819
Papolg,-0.084
Gm12061,0.0
A830031A19Rik,0.0
Gm12063,0.0
Bcl11a,0.363
Gm12064,0.0
4930538E20Rik,0.0
Gm12065,0.0
Gm12066,0.0
Gm12068,0.0
4933430M04Rik,0.0
Gm10466,0.0
